id;Otázka;Obmena 1;Obmena 2;Obmena 3;Obmena 4;Odpoveď 1
776;Na akej katedre je Monika Václavková ?;Pre akú katedru učí Monika Václavková ?;Ku ktorej katedre patrí Monika Václavková ?;Pod akou katedrou je Monika Václavková ?;Na ktorej katedre vyučuje Monika Václavková ?;Monika Václavková: katedra informatiky
777;Na akej katedre je Michal Varga ?;Pre akú katedru učí Michal Varga ?;Ku ktorej katedre patrí Michal Varga ?;Pod akou katedrou je Michal Varga ?;Na ktorej katedre vyučuje Michal Varga ?;Michal Varga: katedra informatiky
778;Na akej katedre je Anna Vargová ?;Pre akú katedru učí Anna Vargová ?;Ku ktorej katedre patrí Anna Vargová ?;Pod akou katedrou je Anna Vargová ?;Na ktorej katedre vyučuje Anna Vargová ?;Anna Vargová: katedra informatiky
779;Na akej katedre je Michal Zábovský ?;Pre akú katedru učí Michal Zábovský ?;Ku ktorej katedre patrí Michal Zábovský ?;Pod akou katedrou je Michal Zábovský ?;Na ktorej katedre vyučuje Michal Zábovský ?;Michal Zábovský: katedra informatiky
780;Na akej katedre je Elena Zaitseva ?;Pre akú katedru učí Elena Zaitseva ?;Ku ktorej katedre patrí Elena Zaitseva ?;Pod akou katedrou je Elena Zaitseva ?;Na ktorej katedre vyučuje Elena Zaitseva ?;Elena Zaitseva: katedra informatiky
781;Na akej katedre je Ivana Brídová ?;Pre akú katedru učí Ivana Brídová ?;Ku ktorej katedre patrí Ivana Brídová ?;Pod akou katedrou je Ivana Brídová ?;Na ktorej katedre vyučuje Ivana Brídová ?;Ivana Brídová: katedra informačných sietí
782;Na akej katedre je Petr Ivaniga ?;Pre akú katedru učí Petr Ivaniga ?;Ku ktorej katedre patrí Petr Ivaniga ?;Pod akou katedrou je Petr Ivaniga ?;Na ktorej katedre vyučuje Petr Ivaniga ?;Petr Ivaniga: katedra informačných sietí
783;Na akej katedre je Roman Kaloč ?;Pre akú katedru učí Roman Kaloč ?;Ku ktorej katedre patrí Roman Kaloč ?;Pod akou katedrou je Roman Kaloč ?;Na ktorej katedre vyučuje Roman Kaloč ?;Roman Kaloč: katedra informačných sietí
784;Na akej katedre je Martin Klimo ?;Pre akú katedru učí Martin Klimo ?;Ku ktorej katedre patrí Martin Klimo ?;Pod akou katedrou je Martin Klimo ?;Na ktorej katedre vyučuje Martin Klimo ?;Martin Klimo: katedra informačných sietí
785;Na akej katedre je Martin Kontšek ?;Pre akú katedru učí Martin Kontšek ?;Ku ktorej katedre patrí Martin Kontšek ?;Pod akou katedrou je Martin Kontšek ?;Na ktorej katedre vyučuje Martin Kontšek ?;Martin Kontšek: katedra informačných sietí
786;Na akej katedre je Tatiana Kováčiková ?;Pre akú katedru učí Tatiana Kováčiková ?;Ku ktorej katedre patrí Tatiana Kováčiková ?;Pod akou katedrou je Tatiana Kováčiková ?;Na ktorej katedre vyučuje Tatiana Kováčiková ?;Tatiana Kováčiková: katedra informačných sietí
787;Na akej katedre je Mária Liskayová ?;Pre akú katedru učí Mária Liskayová ?;Ku ktorej katedre patrí Mária Liskayová ?;Pod akou katedrou je Mária Liskayová ?;Na ktorej katedre vyučuje Mária Liskayová ?;Mária Liskayová: katedra informačných sietí
788;Na akej katedre je Marek Moravčík ?;Pre akú katedru učí Marek Moravčík ?;Ku ktorej katedre patrí Marek Moravčík ?;Pod akou katedrou je Marek Moravčík ?;Na ktorej katedre vyučuje Marek Moravčík ?;Marek Moravčík: katedra informačných sietí
789;Na akej katedre je Jozef Papán ?;Pre akú katedru učí Jozef Papán ?;Ku ktorej katedre patrí Jozef Papán ?;Pod akou katedrou je Jozef Papán ?;Na ktorej katedre vyučuje Jozef Papán ?;Jozef Papán: katedra informačných sietí
790;Na akej katedre je Pavel Segeč ?;Pre akú katedru učí Pavel Segeč ?;Ku ktorej katedre patrí Pavel Segeč ?;Pod akou katedrou je Pavel Segeč ?;Na ktorej katedre vyučuje Pavel Segeč ?;Pavel Segeč: katedra informačných sietí
791;Na akej katedre je Ondrej Škvarek ?;Pre akú katedru učí Ondrej Škvarek ?;Ku ktorej katedre patrí Ondrej Škvarek ?;Pod akou katedrou je Ondrej Škvarek ?;Na ktorej katedre vyučuje Ondrej Škvarek ?;Ondrej Škvarek: katedra informačných sietí
792;Na akej katedre je Juraj Smieško ?;Pre akú katedru učí Juraj Smieško ?;Ku ktorej katedre patrí Juraj Smieško ?;Pod akou katedrou je Juraj Smieško ?;Na ktorej katedre vyučuje Juraj Smieško ?;Juraj Smieško: katedra informačných sietí
793;Na akej katedre je Jana Uramová ?;Pre akú katedru učí Jana Uramová ?;Ku ktorej katedre patrí Jana Uramová ?;Pod akou katedrou je Jana Uramová ?;Na ktorej katedre vyučuje Jana Uramová ?;Jana Uramová: katedra informačných sietí
794;Aké predmety učí Lukáš Čechovič ?;Ktoré predmety vyučuje Lukáš Čechovič ?;Čo učí Lukáš Čechovič ?;Aké predmety má Lukáš Čechovič ?;Predmety ktoré učí Lukáš Čechovič ?;Lukáš Čechovič : meranie
795;Aké predmety učí Miroslav Chochul ?;Ktoré predmety vyučuje Miroslav Chochul ?;Čo učí Miroslav Chochul ?;Aké predmety má Miroslav Chochul ?;Predmety ktoré učí Miroslav Chochul ?;Miroslav Chochul : Elektrotechnika
796;Aké predmety učí Lukáš Formanek ?;Ktoré predmety vyučuje Lukáš Formanek ?;Čo učí Lukáš Formanek ?;Aké predmety má Lukáš Formanek ?;Predmety ktoré učí Lukáš Formanek ?;Lukáš Formanek : číslicové počítače
797;Aké predmety učí Michal Hodoň ?;Ktoré predmety vyučuje Michal Hodoň ?;Čo učí Michal Hodoň ?;Aké predmety má Michal Hodoň ?;Predmety ktoré učí Michal Hodoň ?;Michal Hodoň : Technické prostriedky PC
798;Aké predmety učí Martin Húdik ?;Ktoré predmety vyučuje Martin Húdik ?;Čo učí Martin Húdik ?;Aké predmety má Martin Húdik ?;Predmety ktoré učí Martin Húdik ?;Martin Húdik : technické prostriedky riadiacich a informačných systémov
799;Aké predmety učí Adam Jaroš ?;Ktoré predmety vyučuje Adam Jaroš ?;Čo učí Adam Jaroš ?;Aké predmety má Adam Jaroš ?;Predmety ktoré učí Adam Jaroš ?;Adam Jaroš : číslicové riadenie
800;Aké predmety učí Ján Kapitulík ?;Ktoré predmety vyučuje Ján Kapitulík ?;Čo učí Ján Kapitulík ?;Aké predmety má Ján Kapitulík ?;Predmety ktoré učí Ján Kapitulík ?;Ján Kapitulík : vstavané systémy
801;Aké predmety učí Ondrej Karpiš ?;Ktoré predmety vyučuje Ondrej Karpiš ?;Čo učí Ondrej Karpiš ?;Aké predmety má Ondrej Karpiš ?;Predmety ktoré učí Ondrej Karpiš ?;Ondrej Karpiš : číslicové počítače
802;Aké predmety učí Juraj Miček ?;Ktoré predmety vyučuje Juraj Miček ?;Čo učí Juraj Miček ?;Aké predmety má Juraj Miček ?;Predmety ktoré učí Juraj Miček ?;Juraj Miček : Technické prostriedky riadiacich a informačných systémov
803;Aké predmety učí Jana Milanová ?;Ktoré predmety vyučuje Jana Milanová ?;Čo učí Jana Milanová ?;Aké predmety má Jana Milanová ?;Predmety ktoré učí Jana Milanová ?;Jana Milanová : číslicové počítače
804;Aké predmety učí Veronika Olešnaníková ?;Ktoré predmety vyučuje Veronika Olešnaníková ?;Čo učí Veronika Olešnaníková ?;Aké predmety má Veronika Olešnaníková ?;Predmety ktoré učí Veronika Olešnaníková ?;Veronika Olešnaníková : Teória automatického riadenia
805;Aké predmety učí Peter Šarafín ?;Ktoré predmety vyučuje Peter Šarafín ?;Čo učí Peter Šarafín ?;Aké predmety má Peter Šarafín ?;Predmety ktoré učí Peter Šarafín ?;Peter Šarafín : číslicové spracovanie signálov
806;Aké predmety učí Peter Ševčík ?;Ktoré predmety vyučuje Peter Ševčík ?;Čo učí Peter Ševčík ?;Aké predmety má Peter Ševčík ?;Predmety ktoré učí Peter Ševčík ?;Peter Ševčík : elektrotechnika
807;Aké predmety učí Róbert Žalman ?;Ktoré predmety vyučuje Róbert Žalman ?;Čo učí Róbert Žalman ?;Aké predmety má Róbert Žalman ?;Predmety ktoré učí Róbert Žalman ?;Róbert Žalman : počítačové rozpoznávanie reči
808;Aké predmety učí Katarína Bachratá ?;Ktoré predmety vyučuje Katarína Bachratá ?;Čo učí Katarína Bachratá ?;Aké predmety má Katarína Bachratá ?;Predmety ktoré učí Katarína Bachratá ?;Katarína Bachratá : diskrétna pravdepodobnosť
809;Aké predmety učí Hynek Bachratý ?;Ktoré predmety vyučuje Hynek Bachratý ?;Čo učí Hynek Bachratý ?;Aké predmety má Hynek Bachratý ?;Predmety ktoré učí Hynek Bachratý ?;Hynek Bachratý : matematická analýza
810;Aké predmety učí Ivan Cimrák ?;Ktoré predmety vyučuje Ivan Cimrák ?;Čo učí Ivan Cimrák ?;Aké predmety má Ivan Cimrák ?;Predmety ktoré učí Ivan Cimrák ?;Ivan Cimrák : matematická analýza 1,2,3
811;Aké predmety učí Michal Ďuračík ?;Ktoré predmety vyučuje Michal Ďuračík ?;Čo učí Michal Ďuračík ?;Aké predmety má Michal Ďuračík ?;Predmety ktoré učí Michal Ďuračík ?;Michal Ďuračík : informatika 1,2
812;Aké predmety učí Kristína Ďuračíková ?;Ktoré predmety vyučuje Kristína Ďuračíková ?;Čo učí Kristína Ďuračíková ?;Aké predmety má Kristína Ďuračíková ?;Predmety ktoré učí Kristína Ďuračíková ?;Kristína Ďuračíková : diskrétna pravdepodobnosť
813;Aké predmety učí Miroslav Gábor ?;Ktoré predmety vyučuje Miroslav Gábor ?;Čo učí Miroslav Gábor ?;Aké predmety má Miroslav Gábor ?;Predmety ktoré učí Miroslav Gábor ?;Miroslav Gábor : informatika 3
814;Aké predmety učí Patrik Hrkút ?;Ktoré predmety vyučuje Patrik Hrkút ?;Čo učí Patrik Hrkút ?;Aké predmety má Patrik Hrkút ?;Predmety ktoré učí Patrik Hrkút ?;Patrik Hrkút : vývoj aplikácií pre internet a intranet
815;Aké predmety učí Miroslav Hrnčiar ?;Ktoré predmety vyučuje Miroslav Hrnčiar ?;Čo učí Miroslav Hrnčiar ?;Aké predmety má Miroslav Hrnčiar ?;Predmety ktoré učí Miroslav Hrnčiar ?;Miroslav Hrnčiar : manažérstvo kvality
816;Aké predmety učí Iveta Jančigová ?;Ktoré predmety vyučuje Iveta Jančigová ?;Čo učí Iveta Jančigová ?;Aké predmety má Iveta Jančigová ?;Predmety ktoré učí Iveta Jančigová ?;Iveta Jančigová : diskrétna pravdepodobnosť
817;Aké predmety učí Ján Janech ?;Ktoré predmety vyučuje Ján Janech ?;Čo učí Ján Janech ?;Aké predmety má Ján Janech ?;Predmety ktoré učí Ján Janech ?;Ján Janech : informatika 1,2
818;Aké predmety učí Emil Kršák ?;Ktoré predmety vyučuje Emil Kršák ?;Čo učí Emil Kršák ?;Aké predmety má Emil Kršák ?;Predmety ktoré učí Emil Kršák ?;Emil Kršák : informatika
819;Aké predmety učí Matej Meško ?;Ktoré predmety vyučuje Matej Meško ?;Čo učí Matej Meško ?;Aké predmety má Matej Meško ?;Predmety ktoré učí Matej Meško ?;Matej Meško : vývoj aplikácií pre internet a intranet
820;Aké predmety učí Peter Novotný ?;Ktoré predmety vyučuje Peter Novotný ?;Čo učí Peter Novotný ?;Aké predmety má Peter Novotný ?;Predmety ktoré učí Peter Novotný ?;Peter Novotný : matematika pre informatikov
821;Aké predmety učí Ján Ružbarský ?;Ktoré predmety vyučuje Ján Ružbarský ?;Čo učí Ján Ružbarský ?;Aké predmety má Ján Ružbarský ?;Predmety ktoré učí Ján Ružbarský ?;Ján Ružbarský : softvérové modelovanie
822;Aké predmety učí Monika Smiešková ?;Ktoré predmety vyučuje Monika Smiešková ?;Čo učí Monika Smiešková ?;Aké predmety má Monika Smiešková ?;Predmety ktoré učí Monika Smiešková ?;Monika Smiešková : matematika pre informatikov
823;Aké predmety učí Viliam Tavač. ?;Ktoré predmety vyučuje Viliam Tavač. ?;Čo učí Viliam Tavač. ?;Aké predmety má Viliam Tavač. ?;Predmety ktoré učí Viliam Tavač. ?;Viliam Tavač. : informatika 3
824;Aké predmety učí Marek Tavač ?;Ktoré predmety vyučuje Marek Tavač ?;Čo učí Marek Tavač ?;Aké predmety má Marek Tavač ?;Predmety ktoré učí Marek Tavač ?;Marek Tavač : softvérové inžinierstvo
825;Aké predmety učí Štefan Toth ?;Ktoré predmety vyučuje Štefan Toth ?;Čo učí Štefan Toth ?;Aké predmety má Štefan Toth ?;Predmety ktoré učí Štefan Toth ?;Štefan Toth : informatika 1, 2
826;Aké predmety učí Norbert Adamko ?;Ktoré predmety vyučuje Norbert Adamko ?;Čo učí Norbert Adamko ?;Aké predmety má Norbert Adamko ?;Predmety ktoré učí Norbert Adamko ?;Norbert Adamko : modelovanie a simulácia
827;Aké predmety učí Rudolf Blaško ?;Ktoré predmety vyučuje Rudolf Blaško ?;Čo učí Rudolf Blaško ?;Aké predmety má Rudolf Blaško ?;Predmety ktoré učí Rudolf Blaško ?;Rudolf Blaško : elektronické spracovanie a prezentácia dokumentov
828;Aké predmety učí Zuzana Borčinová ?;Ktoré predmety vyučuje Zuzana Borčinová ?;Čo učí Zuzana Borčinová ?;Aké predmety má Zuzana Borčinová ?;Predmety ktoré učí Zuzana Borčinová ?;Zuzana Borčinová : algoritmická teória grafov
829;Aké predmety učí Peter Czimmermann ?;Ktoré predmety vyučuje Peter Czimmermann ?;Čo učí Peter Czimmermann ?;Aké predmety má Peter Czimmermann ?;Predmety ktoré učí Peter Czimmermann ?;Peter Czimmermann : modelovanie a optimalizácia obslužných systémov na sieťach
830;Aké predmety učí Lýdia Gábrišová ?;Ktoré predmety vyučuje Lýdia Gábrišová ?;Čo učí Lýdia Gábrišová ?;Aké predmety má Lýdia Gábrišová ?;Predmety ktoré učí Lýdia Gábrišová ?;Lýdia Gábrišová : matematická analýza 1, 2
831;Aké predmety učí Dalibor Gonda ?;Ktoré predmety vyučuje Dalibor Gonda ?;Čo učí Dalibor Gonda ?;Aké predmety má Dalibor Gonda ?;Predmety ktoré učí Dalibor Gonda ?;Dalibor Gonda : algebra
832;Aké predmety učí Jaroslav Janáček ?;Ktoré predmety vyučuje Jaroslav Janáček ?;Čo učí Jaroslav Janáček ?;Aké predmety má Jaroslav Janáček ?;Predmety ktoré učí Jaroslav Janáček ?;Jaroslav Janáček : diskrétna optimalizácia
833;Aké predmety učí Peter Jankovič ?;Ktoré predmety vyučuje Peter Jankovič ?;Čo učí Peter Jankovič ?;Aké predmety má Peter Jankovič ?;Predmety ktoré učí Peter Jankovič ?;Peter Jankovič : algoritmy a údajové štruktúry 2
834;Aké predmety učí Ľudmila Jánošíková ?;Ktoré predmety vyučuje Ľudmila Jánošíková ?;Čo učí Ľudmila Jánošíková ?;Aké predmety má Ľudmila Jánošíková ?;Predmety ktoré učí Ľudmila Jánošíková ?;Ľudmila Jánošíková : strojovo orientované jazyky
835;Aké predmety učí Maroš Janovec ?;Ktoré predmety vyučuje Maroš Janovec ?;Čo učí Maroš Janovec ?;Aké predmety má Maroš Janovec ?;Predmety ktoré učí Maroš Janovec ?;Maroš Janovec : Algebra
836;Aké predmety učí Alžbeta Klaudinyová ?;Ktoré predmety vyučuje Alžbeta Klaudinyová ?;Čo učí Alžbeta Klaudinyová ?;Aké predmety má Alžbeta Klaudinyová ?;Predmety ktoré učí Alžbeta Klaudinyová ?;Alžbeta Klaudinyová : algebra
837;Aké predmety učí Michal Koháni ?;Ktoré predmety vyučuje Michal Koháni ?;Čo učí Michal Koháni ?;Aké predmety má Michal Koháni ?;Predmety ktoré učí Michal Koháni ?;Michal Koháni : diskrétna optimalizácia
838;Aké predmety učí Aleš Kozubík ?;Ktoré predmety vyučuje Aleš Kozubík ?;Čo učí Aleš Kozubík ?;Aké predmety má Aleš Kozubík ?;Predmety ktoré učí Aleš Kozubík ?;Aleš Kozubík : matematická analýza I, II
839;Aké predmety učí Michal Lekýr ?;Ktoré predmety vyučuje Michal Lekýr ?;Čo učí Michal Lekýr ?;Aké predmety má Michal Lekýr ?;Predmety ktoré učí Michal Lekýr ?;Michal Lekýr : strojovo orientované jazyky
840;Aké predmety učí Tomáš Majer ?;Ktoré predmety vyučuje Tomáš Majer ?;Čo učí Tomáš Majer ?;Aké predmety má Tomáš Majer ?;Predmety ktoré učí Tomáš Majer ?;Tomáš Majer : algoritmická teória grafov
841;Aké predmety učí Peter Márton ?;Ktoré predmety vyučuje Peter Márton ?;Čo učí Peter Márton ?;Aké predmety má Peter Márton ?;Predmety ktoré učí Peter Márton ?;Peter Márton : modelovanie a simulácia
842;Aké predmety učí Ida Stankovianska ?;Ktoré predmety vyučuje Ida Stankovianska ?;Čo učí Ida Stankovianska ?;Aké predmety má Ida Stankovianska ?;Predmety ktoré učí Ida Stankovianska ?;Ida Stankovianska : algebra
843;Aké predmety učí Peter Tarábek ?;Ktoré predmety vyučuje Peter Tarábek ?;Čo učí Peter Tarábek ?;Aké predmety má Peter Tarábek ?;Predmety ktoré učí Peter Tarábek ?;Peter Tarábek : Strojovo orientované jazyky
844;Aké predmety učí Katarína Zábovská ?;Ktoré predmety vyučuje Katarína Zábovská ?;Čo učí Katarína Zábovská ?;Aké predmety má Katarína Zábovská ?;Predmety ktoré učí Katarína Zábovská ?;Katarína Zábovská : teória grafov
845;Aké predmety učí Mária Ďurišová ?;Ktoré predmety vyučuje Mária Ďurišová ?;Čo učí Mária Ďurišová ?;Aké predmety má Mária Ďurišová ?;Predmety ktoré učí Mária Ďurišová ?;Mária Ďurišová : podniková ekonomika
846;Aké predmety učí Lukáš Falát ?;Ktoré predmety vyučuje Lukáš Falát ?;Čo učí Lukáš Falát ?;Aké predmety má Lukáš Falát ?;Predmety ktoré učí Lukáš Falát ?;Lukáš Falát : ekonomické a právne aspekty podnikania
847;Aké predmety učí Anna Jacková ?;Ktoré predmety vyučuje Anna Jacková ?;Čo učí Anna Jacková ?;Aké predmety má Anna Jacková ?;Predmety ktoré učí Anna Jacková ?;Anna Jacková : finančné účtovníctvo
848;Aké predmety učí Zuzana Kozubíková ?;Ktoré predmety vyučuje Zuzana Kozubíková ?;Čo učí Zuzana Kozubíková ?;Aké predmety má Zuzana Kozubíková ?;Predmety ktoré učí Zuzana Kozubíková ?;Zuzana Kozubíková : podnikové financie
849;Aké predmety učí Alžbeta Kucharčíková ?;Ktoré predmety vyučuje Alžbeta Kucharčíková ?;Čo učí Alžbeta Kucharčíková ?;Aké predmety má Alžbeta Kucharčíková ?;Predmety ktoré učí Alžbeta Kucharčíková ?;Alžbeta Kucharčíková : základy ekonómie
850;Aké predmety učí Dana Kušnírová ?;Ktoré predmety vyučuje Dana Kušnírová ?;Čo učí Dana Kušnírová ?;Aké predmety má Dana Kušnírová ?;Predmety ktoré učí Dana Kušnírová ?;Dana Kušnírová : Dane a rozpočet
851;Aké predmety učí Eva Malichová ?;Ktoré predmety vyučuje Eva Malichová ?;Čo učí Eva Malichová ?;Aké predmety má Eva Malichová ?;Predmety ktoré učí Eva Malichová ?;Eva Malichová : všeobecná ekonomická teória
852;Aké predmety učí Lucia Pančíková ?;Ktoré predmety vyučuje Lucia Pančíková ?;Čo učí Lucia Pančíková ?;Aké predmety má Lucia Pančíková ?;Predmety ktoré učí Lucia Pančíková ?;Lucia Pančíková : ekonometria
853;Aké predmety učí Zuzana Staníková ?;Ktoré predmety vyučuje Zuzana Staníková ?;Čo učí Zuzana Staníková ?;Aké predmety má Zuzana Staníková ?;Predmety ktoré učí Zuzana Staníková ?;Zuzana Staníková : základy ekonómie
